group,threshold,paco2_bin,count,weight,tn_q025,tn_q50,tn_q975,fp_q025,fp_q50,fp_q975,fn_q025,fn_q50,fn_q975,tp_q025,tp_q50,tp_q975
pft,45.0,31.0,227,0.02171002295332823,0.9999999997161239,0.9999999999998587,1.0,2.3743960407169144e-20,1.412840501863709e-13,2.83876116124537e-10,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,32.0,314,0.03003060443764346,0.9999999961956251,0.9999999999939841,1.0,8.10026210827632e-18,6.015911536046799e-12,3.804374854397117e-09,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,33.0,322,0.030795715378729917,0.9999999547476515,0.9999999998013587,0.9999999999999986,1.4906346282448948e-15,1.9864138645585392e-10,4.525234849368977e-08,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,34.0,422,0.04035960214231064,0.9999995359042861,0.9999999948941327,0.9999999999997145,2.8552125126599144e-13,5.105867219806595e-09,4.6409571386948254e-07,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,35.0,433,0.04141162968630451,0.9999961393806481,0.9999998997555797,0.9999999999720555,2.7944523544583096e-11,1.0024442026490755e-07,3.8606193518775375e-06,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,36.0,569,0.05441851568477429,0.9999730731454851,0.9999985003526662,0.9999999980361726,1.9638273813006792e-09,1.4996473337413589e-06,2.6926854514810927e-05,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,37.0,540,0.051644988523335884,0.9998473038851169,0.9999834321471215,0.9999999273655218,7.263447815008333e-08,1.6567852878531226e-05,0.00015269611488305938,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,38.0,639,0.0611132364192808,0.9992443801249624,0.9998542292431813,0.9999983628582922,1.6371417076944588e-06,0.00014577075681860657,0.0007556198750376012,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,39.0,577,0.05518362662586075,0.9966678508745132,0.9990120728951091,0.9999732040086624,2.6795991337531592e-05,0.0009879271048909024,0.0033321491254867984,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,40.0,643,0.06149579188982402,0.987926903562913,0.9947457963031694,0.9997050664636027,0.00029493353639731544,0.0052542036968305835,0.012073096437087047,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,41.0,540,0.051644988523335884,0.9616007218594786,0.978463115856714,0.9979517177542123,0.0020482822457876582,0.021536884143285997,0.038399278140521374,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,42.0,577,0.05518362662586075,0.8902189302011198,0.9317659854970526,0.9893319847108658,0.010668015289134178,0.06823401450294747,0.1097810697988803,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,43.0,472,0.045141545524101,0.7295009858998299,0.8359934426500905,0.9574819656922398,0.042518034307760175,0.16400655734990954,0.27049901410017,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,44.0,509,0.048680183626625864,0.4771633500393622,0.6825463824927158,0.8727190911010471,0.1272809088989529,0.3174536175072841,0.5228366499606377,0.0,0.0,0.0,0.0,0.0,0.0
pft,45.0,45.0,366,0.03500382555470543,0.0,0.0,0.0,0.0,0.0,0.0,0.2252899906405899,0.4879458781907745,0.7149015694834076,0.28509843051659245,0.5120541218092255,0.77471000935941
pft,45.0,46.0,347,0.0331866870696251,0.0,0.0,0.0,0.0,0.0,0.0,0.07626364094369421,0.29435260252700196,0.5016244561654913,0.4983755438345087,0.705647397472998,0.9237363590563058
pft,45.0,47.0,282,0.02697016067329763,0.0,0.0,0.0,0.0,0.0,0.0,0.01764553365231509,0.147523732081634,0.3015095121968304,0.6984904878031696,0.852476267918366,0.9823544663476849
pft,45.0,48.0,278,0.0265876052027544,0.0,0.0,0.0,0.0,0.0,0.0,0.002539787831816337,0.05954205879120783,0.1618992182278171,0.8381007817721828,0.9404579412087921,0.9974602121681837
pft,45.0,49.0,182,0.01740627390971691,0.0,0.0,0.0,0.0,0.0,0.0,0.00023846124740581343,0.019271963659325986,0.07331095350909621,0.9266890464909038,0.9807280363406741,0.9997615387525942
pft,45.0,50.0,169,0.016162968630451417,0.0,0.0,0.0,0.0,0.0,0.0,1.4337829764207722e-05,0.004941411584241551,0.028982805840609024,0.971017194159391,0.9950585884157584,0.9999856621702358
pft,45.0,51.0,144,0.013771996939556235,0.0,0.0,0.0,0.0,0.0,0.0,5.588004758250165e-07,0.0009557060163891684,0.009842717140917645,0.9901572828590823,0.9990442939836108,0.9999994411995242
pft,45.0,52.0,124,0.011859219586840091,0.0,0.0,0.0,0.0,0.0,0.0,1.3852163444072476e-08,0.000141688755084024,0.002810243163567134,0.9971897568364329,0.999858311244916,0.9999999861478366
pft,45.0,53.0,116,0.011094108645753635,0.0,0.0,0.0,0.0,0.0,0.0,2.173874996680425e-10,1.5942025621440425e-05,0.0006526599973488553,0.9993473400026511,0.9999840579743786,0.9999999997826124
pft,45.0,54.0,102,0.009755164498852333,0.0,0.0,0.0,0.0,0.0,0.0,2.1546597839261495e-12,1.4153993394550035e-06,0.0001291740123437884,0.9998708259876562,0.9999985846006605,0.9999999999978454
pft,45.0,55.0,96,0.009181331293037491,0.0,0.0,0.0,0.0,0.0,0.0,1.3433698597964394e-14,9.351247393096784e-08,2.100406838154985e-05,0.9999789959316184,0.999999906487526,0.9999999999999866
pft,45.0,56.0,79,0.007555470543228768,0.0,0.0,0.0,0.0,0.0,0.0,1.0824674490095292e-16,4.724175328707503e-09,3.121924104551584e-06,0.9999968780758954,0.9999999952758247,0.9999999999999999
pft,45.0,57.0,52,0.004973221117061974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.910552827055767e-10,3.910816797153547e-07,0.9999996089183203,0.9999999998089447,1.0
pft,45.0,58.0,58,0.005547054322876817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.872413666452303e-12,4.0475743934287305e-08,0.999999959524256,0.9999999999941276,1.0
pft,45.0,59.0,43,0.004112471308339709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.379452108096757e-13,3.4411226118580222e-09,0.9999999965588774,0.9999999999998621,1.0
pft,45.0,60.0,44,0.004208110175975516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3314683517128287e-15,2.445831204234132e-10,0.9999999997554169,0.9999999999999977,1.0
pft,45.0,61.0,37,0.003538638102524866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4526066460795954e-11,0.999999999985474,1.0,1.0
pft,45.0,62.0,32,0.00306044376434583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.205652741148994e-13,0.9999999999992795,1.0,1.0
pft,45.0,63.0,24,0.0022953328232593728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979838598093896e-14,0.9999999999999702,1.0,1.0
pft,45.0,64.0,31,0.0029648048967100228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103029524088824e-15,0.999999999999999,1.0,1.0
pft,45.0,65.0,32,0.00306044376434583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,66.0,21,0.002008416220351951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,67.0,12,0.0011476664116296864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,68.0,6,0.0005738332058148432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,69.0,13,0.0012433052792654934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,70.0,14,0.0013389441469013007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,71.0,9,0.0008607498087222647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,72.0,11,0.001052027543993879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,73.0,4,0.00038255547054322876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,74.0,7,0.0006694720734506504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,75.0,8,0.0007651109410864575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,76.0,6,0.0005738332058148432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,77.0,6,0.0005738332058148432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,78.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,79.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,80.0,3,0.0002869166029074216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,81.0,5,0.00047819433817903597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,82.0,7,0.0006694720734506504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,83.0,5,0.00047819433817903597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,84.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,85.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,86.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,87.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,88.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,91.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,93.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,94.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,96.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,97.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,98.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,100.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,102.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,108.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,109.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,126.0,2,0.00019127773527161438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,187.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,188.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
pft,45.0,216.0,1,9.563886763580719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ed_inp,45.0,3.0,1,8.296138976920141e-06,1.0,1.0,1.0,7.455894955743736e-105,2.433747773765678e-59,1.2744032013759305e-34,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,4.0,3,2.4888416930760424e-05,1.0,1.0,1.0,3.9091071267851754e-100,9.268825414592363e-57,3.238435490957698e-33,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,5.0,2,1.6592277953840282e-05,1.0,1.0,1.0,1.1487112714446062e-95,2.976857114201595e-54,7.672051271142649e-32,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,6.0,4,3.3184555907680565e-05,1.0,1.0,1.0,2.6676674229108226e-91,8.348295588355273e-52,1.6944937155613592e-30,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,7.0,9,7.466525079228127e-05,1.0,1.0,1.0,7.542923626068317e-87,2.0385507252148145e-49,3.9148659018749826e-29,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,8.0,15,0.00012444208465380211,1.0,1.0,1.0,1.6851681416356378e-82,4.459641210174962e-47,8.453436451367774e-28,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,9.0,21,0.00017421891851532296,1.0,1.0,1.0,2.9007782814271903e-78,7.87118585627627e-45,1.691809797981163e-26,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,10.0,25,0.00020740347442300353,1.0,1.0,1.0,3.843839623569194e-74,1.2755512219742679e-42,3.1381671316909437e-25,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,11.0,32,0.0002654764472614445,1.0,1.0,1.0,3.91904044438089e-70,1.971656967109818e-40,5.395273863929316e-24,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,12.0,38,0.0003152532811229654,1.0,1.0,1.0,3.074646700210282e-66,2.5236846997161223e-38,8.282874106568206e-23,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,13.0,59,0.0004894721996382883,1.0,1.0,1.0,1.588584437672418e-62,2.7101114840249002e-36,1.16718376382184e-21,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,14.0,73,0.0006056181453151703,1.0,1.0,1.0,5.9117786672219185e-59,2.703110076879773e-34,1.6546415513970086e-20,0.0,0.0,0.0,0.0,0.0,0.0
ed_inp,45.0,15.0,64,0.000530952894522889,1.0,1.0,1.0,1.7161937252049946e-55,2.267814307073561e-32,2.2173203083769e-19,0.0,0.0,0.0,0.0,0.0,0.0
