group,bin_center,count,weight,density,true_threshold,borderline_lower,borderline_upper
ed_inp,248.0,1,8.296138976920141e-06,8.296138976920141e-06,45.0,40.0,50.0
ed_inp,249.0,2,1.6592277953840282e-05,1.6592277953840282e-05,45.0,40.0,50.0
icu,7.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,8.0,8,0.00011993283761093787,0.00011993283761093787,45.0,40.0,50.0
icu,9.0,15,0.0002248740705205085,0.0002248740705205085,45.0,40.0,50.0
icu,10.0,17,0.000254857279923243,0.000254857279923243,45.0,40.0,50.0
icu,11.0,34,0.000509714559846486,0.000509714559846486,45.0,40.0,50.0
icu,12.0,50,0.0007495802350683617,0.0007495802350683617,45.0,40.0,50.0
icu,13.0,52,0.0007795634444710961,0.0007795634444710961,45.0,40.0,50.0
icu,14.0,68,0.001019429119692972,0.001019429119692972,45.0,40.0,50.0
icu,15.0,73,0.0010943871431998082,0.0010943871431998082,45.0,40.0,50.0
icu,16.0,135,0.0020238666346845766,0.0020238666346845766,45.0,40.0,50.0
icu,17.0,153,0.002293715519309187,0.002293715519309187,45.0,40.0,50.0
icu,18.0,183,0.002743463660350204,0.002743463660350204,45.0,40.0,50.0
icu,19.0,196,0.002938354521467978,0.002938354521467978,45.0,40.0,50.0
icu,20.0,291,0.004362556968097865,0.004362556968097865,45.0,40.0,50.0
icu,21.0,341,0.005112137203166227,0.005112137203166227,45.0,40.0,50.0
icu,22.0,452,0.0067762053250179895,0.0067762053250179895,45.0,40.0,50.0
icu,23.0,527,0.007900575677620533,0.007900575677620533,45.0,40.0,50.0
icu,24.0,695,0.010419165267450228,0.010419165267450228,45.0,40.0,50.0
icu,25.0,778,0.011663468457663709,0.011663468457663709,45.0,40.0,50.0
icu,26.0,994,0.01490165507315903,0.01490165507315903,45.0,40.0,50.0
icu,27.0,1088,0.01631086591508755,0.01631086591508755,45.0,40.0,50.0
icu,28.0,1383,0.020733389301990885,0.020733389301990885,45.0,40.0,50.0
icu,29.0,1413,0.0211831374430319,0.0211831374430319,45.0,40.0,50.0
icu,30.0,1772,0.02656512353082274,0.02656512353082274,45.0,40.0,50.0
icu,31.0,1771,0.02655013192612137,0.02655013192612137,45.0,40.0,50.0
icu,32.0,2358,0.03535020388582394,0.03535020388582394,45.0,40.0,50.0
icu,33.0,2227,0.03338630366994483,0.03338630366994483,45.0,40.0,50.0
icu,34.0,2769,0.04151175341808587,0.04151175341808587,45.0,40.0,50.0
icu,35.0,2623,0.03932297913168625,0.03932297913168625,45.0,40.0,50.0
icu,36.0,3011,0.04513972175581674,0.04513972175581674,45.0,40.0,50.0
icu,37.0,2722,0.04080714799712161,0.04080714799712161,45.0,40.0,50.0
icu,38.0,2996,0.04491484768529624,0.04491484768529624,45.0,40.0,50.0
icu,39.0,2630,0.039427920364595824,0.039427920364595824,45.0,40.0,50.0
icu,40.0,2768,0.041496761813384506,0.041496761813384506,45.0,40.0,50.0
icu,41.0,2367,0.035485128328136245,0.035485128328136245,45.0,40.0,50.0
icu,42.0,2452,0.03675941472775246,0.03675941472775246,45.0,40.0,50.0
icu,43.0,1983,0.029728352122811226,0.029728352122811226,45.0,40.0,50.0
icu,44.0,2005,0.030058167426241306,0.030058167426241306,45.0,40.0,50.0
icu,45.0,1710,0.02563564403933797,0.02563564403933797,45.0,40.0,50.0
icu,46.0,1625,0.024361357639721755,0.024361357639721755,45.0,40.0,50.0
icu,47.0,1346,0.0201786999280403,0.0201786999280403,45.0,40.0,50.0
icu,48.0,1360,0.02038858239385944,0.02038858239385944,45.0,40.0,50.0
icu,49.0,1032,0.015471336051810987,0.015471336051810987,45.0,40.0,50.0
icu,50.0,1069,0.016026025425761575,0.016026025425761575,45.0,40.0,50.0
icu,51.0,789,0.011828376109378747,0.011828376109378747,45.0,40.0,50.0
icu,52.0,796,0.011933317342288318,0.011933317342288318,45.0,40.0,50.0
icu,53.0,666,0.009984408731110578,0.009984408731110578,45.0,40.0,50.0
icu,54.0,653,0.009789517869992805,0.009789517869992805,45.0,40.0,50.0
icu,55.0,527,0.007900575677620533,0.007900575677620533,45.0,40.0,50.0
icu,56.0,550,0.008245382585751979,0.008245382585751979,45.0,40.0,50.0
icu,57.0,425,0.006371431998081075,0.006371431998081075,45.0,40.0,50.0
icu,58.0,454,0.006806188534420724,0.006806188534420724,45.0,40.0,50.0
icu,59.0,369,0.00553190213480451,0.00553190213480451,45.0,40.0,50.0
icu,60.0,397,0.005951667066442792,0.005951667066442792,45.0,40.0,50.0
icu,61.0,386,0.005786759414727753,0.005786759414727753,45.0,40.0,50.0
icu,62.0,354,0.005307028064284001,0.005307028064284001,45.0,40.0,50.0
icu,63.0,287,0.0043025905492923965,0.0043025905492923965,45.0,40.0,50.0
icu,64.0,305,0.004572439433917007,0.004572439433917007,45.0,40.0,50.0
icu,65.0,249,0.0037329095706404416,0.0037329095706404416,45.0,40.0,50.0
icu,66.0,254,0.0038078675941472773,0.0038078675941472773,45.0,40.0,50.0
icu,67.0,239,0.003582993523626769,0.003582993523626769,45.0,40.0,50.0
icu,68.0,266,0.003987766850563684,0.003987766850563684,45.0,40.0,50.0
icu,69.0,224,0.0033581194531062605,0.0033581194531062605,45.0,40.0,50.0
icu,70.0,207,0.0031032621731830177,0.0031032621731830177,45.0,40.0,50.0
icu,71.0,198,0.002968337730870712,0.002968337730870712,45.0,40.0,50.0
icu,72.0,193,0.0028933797073638764,0.0028933797073638764,45.0,40.0,50.0
icu,73.0,195,0.0029233629167666106,0.0029233629167666106,45.0,40.0,50.0
icu,74.0,181,0.0027134804509474694,0.0027134804509474694,45.0,40.0,50.0
icu,75.0,176,0.002638522427440633,0.002638522427440633,45.0,40.0,50.0
icu,76.0,172,0.0025785560086351643,0.0025785560086351643,45.0,40.0,50.0
icu,77.0,154,0.002308707124010554,0.002308707124010554,45.0,40.0,50.0
icu,78.0,146,0.0021887742863996164,0.0021887742863996164,45.0,40.0,50.0
icu,79.0,129,0.0019339170064763733,0.0019339170064763733,45.0,40.0,50.0
icu,80.0,147,0.0022037658911009833,0.0022037658911009833,45.0,40.0,50.0
icu,81.0,114,0.0017090429359558647,0.0017090429359558647,45.0,40.0,50.0
icu,82.0,117,0.0017540177500599665,0.0017540177500599665,45.0,40.0,50.0
icu,83.0,121,0.0018139841688654353,0.0018139841688654353,45.0,40.0,50.0
icu,84.0,120,0.001798992564164068,0.001798992564164068,45.0,40.0,50.0
icu,85.0,125,0.0018739505876709042,0.0018739505876709042,45.0,40.0,50.0
icu,86.0,108,0.0016190933077476614,0.0016190933077476614,45.0,40.0,50.0
icu,87.0,101,0.0015141520748380907,0.0015141520748380907,45.0,40.0,50.0
icu,88.0,99,0.001484168865435356,0.001484168865435356,45.0,40.0,50.0
icu,89.0,85,0.001274286399616215,0.001274286399616215,45.0,40.0,50.0
icu,90.0,90,0.001349244423123051,0.001349244423123051,45.0,40.0,50.0
icu,91.0,76,0.0011393619573039097,0.0011393619573039097,45.0,40.0,50.0
icu,92.0,85,0.001274286399616215,0.001274286399616215,45.0,40.0,50.0
icu,93.0,78,0.0011693451667066444,0.0011693451667066444,45.0,40.0,50.0
icu,94.0,61,0.0009144878867834013,0.0009144878867834013,45.0,40.0,50.0
icu,95.0,78,0.0011693451667066444,0.0011693451667066444,45.0,40.0,50.0
icu,96.0,61,0.0009144878867834013,0.0009144878867834013,45.0,40.0,50.0
icu,97.0,60,0.000899496282082034,0.000899496282082034,45.0,40.0,50.0
icu,98.0,50,0.0007495802350683617,0.0007495802350683617,45.0,40.0,50.0
icu,99.0,54,0.0008095466538738307,0.0008095466538738307,45.0,40.0,50.0
icu,100.0,56,0.0008395298632765651,0.0008395298632765651,45.0,40.0,50.0
icu,101.0,31,0.0004647397457423843,0.0004647397457423843,45.0,40.0,50.0
icu,102.0,38,0.0005696809786519549,0.0005696809786519549,45.0,40.0,50.0
icu,103.0,43,0.0006446390021587911,0.0006446390021587911,45.0,40.0,50.0
icu,104.0,39,0.0005846725833533222,0.0005846725833533222,45.0,40.0,50.0
icu,105.0,34,0.000509714559846486,0.000509714559846486,45.0,40.0,50.0
icu,106.0,35,0.0005247061645478532,0.0005247061645478532,45.0,40.0,50.0
icu,107.0,22,0.00032981530343007914,0.00032981530343007914,45.0,40.0,50.0
icu,108.0,26,0.0003897817222355481,0.0003897817222355481,45.0,40.0,50.0
icu,109.0,25,0.00037479011753418086,0.00037479011753418086,45.0,40.0,50.0
icu,110.0,31,0.0004647397457423843,0.0004647397457423843,45.0,40.0,50.0
icu,111.0,22,0.00032981530343007914,0.00032981530343007914,45.0,40.0,50.0
icu,112.0,22,0.00032981530343007914,0.00032981530343007914,45.0,40.0,50.0
icu,113.0,23,0.00034480690813144636,0.00034480690813144636,45.0,40.0,50.0
icu,114.0,24,0.00035979851283281364,0.00035979851283281364,45.0,40.0,50.0
icu,115.0,25,0.00037479011753418086,0.00037479011753418086,45.0,40.0,50.0
icu,116.0,26,0.0003897817222355481,0.0003897817222355481,45.0,40.0,50.0
icu,117.0,18,0.0002698488846246102,0.0002698488846246102,45.0,40.0,50.0
icu,118.0,24,0.00035979851283281364,0.00035979851283281364,45.0,40.0,50.0
icu,119.0,21,0.0003148236987287119,0.0003148236987287119,45.0,40.0,50.0
icu,120.0,21,0.0003148236987287119,0.0003148236987287119,45.0,40.0,50.0
icu,121.0,23,0.00034480690813144636,0.00034480690813144636,45.0,40.0,50.0
icu,122.0,9,0.0001349244423123051,0.0001349244423123051,45.0,40.0,50.0
icu,123.0,17,0.000254857279923243,0.000254857279923243,45.0,40.0,50.0
icu,124.0,19,0.00028484048932597743,0.00028484048932597743,45.0,40.0,50.0
icu,125.0,21,0.0003148236987287119,0.0003148236987287119,45.0,40.0,50.0
icu,126.0,8,0.00011993283761093787,0.00011993283761093787,45.0,40.0,50.0
icu,127.0,15,0.0002248740705205085,0.0002248740705205085,45.0,40.0,50.0
icu,128.0,9,0.0001349244423123051,0.0001349244423123051,45.0,40.0,50.0
icu,129.0,20,0.0002998320940273447,0.0002998320940273447,45.0,40.0,50.0
icu,130.0,21,0.0003148236987287119,0.0003148236987287119,45.0,40.0,50.0
icu,131.0,12,0.00017989925641640682,0.00017989925641640682,45.0,40.0,50.0
icu,132.0,14,0.00020988246581914128,0.00020988246581914128,45.0,40.0,50.0
icu,133.0,13,0.00019489086111777404,0.00019489086111777404,45.0,40.0,50.0
icu,134.0,8,0.00011993283761093787,0.00011993283761093787,45.0,40.0,50.0
icu,135.0,20,0.0002998320940273447,0.0002998320940273447,45.0,40.0,50.0
icu,136.0,12,0.00017989925641640682,0.00017989925641640682,45.0,40.0,50.0
icu,137.0,10,0.00014991604701367235,0.00014991604701367235,45.0,40.0,50.0
icu,138.0,12,0.00017989925641640682,0.00017989925641640682,45.0,40.0,50.0
icu,139.0,12,0.00017989925641640682,0.00017989925641640682,45.0,40.0,50.0
icu,140.0,10,0.00014991604701367235,0.00014991604701367235,45.0,40.0,50.0
icu,141.0,8,0.00011993283761093787,0.00011993283761093787,45.0,40.0,50.0
icu,142.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,143.0,11,0.00016490765171503957,0.00016490765171503957,45.0,40.0,50.0
icu,144.0,10,0.00014991604701367235,0.00014991604701367235,45.0,40.0,50.0
icu,145.0,8,0.00011993283761093787,0.00011993283761093787,45.0,40.0,50.0
icu,146.0,11,0.00016490765171503957,0.00016490765171503957,45.0,40.0,50.0
icu,147.0,11,0.00016490765171503957,0.00016490765171503957,45.0,40.0,50.0
icu,148.0,6,8.994962820820341e-05,8.994962820820341e-05,45.0,40.0,50.0
icu,149.0,7,0.00010494123290957064,0.00010494123290957064,45.0,40.0,50.0
icu,150.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,151.0,9,0.0001349244423123051,0.0001349244423123051,45.0,40.0,50.0
icu,152.0,10,0.00014991604701367235,0.00014991604701367235,45.0,40.0,50.0
icu,153.0,13,0.00019489086111777404,0.00019489086111777404,45.0,40.0,50.0
icu,154.0,11,0.00016490765171503957,0.00016490765171503957,45.0,40.0,50.0
icu,155.0,12,0.00017989925641640682,0.00017989925641640682,45.0,40.0,50.0
icu,156.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,157.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,158.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,159.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,160.0,12,0.00017989925641640682,0.00017989925641640682,45.0,40.0,50.0
icu,161.0,10,0.00014991604701367235,0.00014991604701367235,45.0,40.0,50.0
icu,162.0,7,0.00010494123290957064,0.00010494123290957064,45.0,40.0,50.0
icu,163.0,7,0.00010494123290957064,0.00010494123290957064,45.0,40.0,50.0
icu,164.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,165.0,6,8.994962820820341e-05,8.994962820820341e-05,45.0,40.0,50.0
icu,166.0,13,0.00019489086111777404,0.00019489086111777404,45.0,40.0,50.0
icu,167.0,7,0.00010494123290957064,0.00010494123290957064,45.0,40.0,50.0
icu,168.0,6,8.994962820820341e-05,8.994962820820341e-05,45.0,40.0,50.0
icu,169.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,170.0,7,0.00010494123290957064,0.00010494123290957064,45.0,40.0,50.0
icu,171.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,172.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,173.0,8,0.00011993283761093787,0.00011993283761093787,45.0,40.0,50.0
icu,174.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,175.0,6,8.994962820820341e-05,8.994962820820341e-05,45.0,40.0,50.0
icu,176.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,177.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,178.0,11,0.00016490765171503957,0.00016490765171503957,45.0,40.0,50.0
icu,179.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,180.0,8,0.00011993283761093787,0.00011993283761093787,45.0,40.0,50.0
icu,181.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,182.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,183.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,184.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,185.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,186.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,187.0,8,0.00011993283761093787,0.00011993283761093787,45.0,40.0,50.0
icu,188.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,189.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,190.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,191.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,192.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,193.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,194.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,195.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,196.0,8,0.00011993283761093787,0.00011993283761093787,45.0,40.0,50.0
icu,197.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,198.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,199.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,200.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,201.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,202.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,203.0,6,8.994962820820341e-05,8.994962820820341e-05,45.0,40.0,50.0
icu,204.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,206.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,207.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,208.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,209.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,210.0,1,1.4991604701367234e-05,1.4991604701367234e-05,45.0,40.0,50.0
icu,211.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,212.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,213.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,214.0,1,1.4991604701367234e-05,1.4991604701367234e-05,45.0,40.0,50.0
icu,215.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,216.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,217.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,218.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,219.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,220.0,6,8.994962820820341e-05,8.994962820820341e-05,45.0,40.0,50.0
icu,221.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,222.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,224.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,225.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,226.0,1,1.4991604701367234e-05,1.4991604701367234e-05,45.0,40.0,50.0
icu,227.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,228.0,1,1.4991604701367234e-05,1.4991604701367234e-05,45.0,40.0,50.0
icu,229.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,230.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,231.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,232.0,5,7.495802350683618e-05,7.495802350683618e-05,45.0,40.0,50.0
icu,233.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,234.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,235.0,1,1.4991604701367234e-05,1.4991604701367234e-05,45.0,40.0,50.0
icu,236.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,237.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,239.0,3,4.4974814104101705e-05,4.4974814104101705e-05,45.0,40.0,50.0
icu,240.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,241.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,244.0,2,2.998320940273447e-05,2.998320940273447e-05,45.0,40.0,50.0
icu,245.0,4,5.996641880546894e-05,5.996641880546894e-05,45.0,40.0,50.0
icu,246.0,1,1.4991604701367234e-05,1.4991604701367234e-05,45.0,40.0,50.0
icu,247.0,1,1.4991604701367234e-05,1.4991604701367234e-05,45.0,40.0,50.0
icu,248.0,1,1.4991604701367234e-05,1.4991604701367234e-05,45.0,40.0,50.0
icu,249.0,1,1.4991604701367234e-05,1.4991604701367234e-05,45.0,40.0,50.0
all,3.0,1,5.058220113506459e-06,5.058220113506459e-06,45.0,40.0,50.0
all,4.0,3,1.5174660340519379e-05,1.5174660340519379e-05,45.0,40.0,50.0
all,5.0,2,1.0116440227012919e-05,1.0116440227012919e-05,45.0,40.0,50.0
all,6.0,4,2.0232880454025837e-05,2.0232880454025837e-05,45.0,40.0,50.0
all,7.0,13,6.575686147558397e-05,6.575686147558397e-05,45.0,40.0,50.0
all,8.0,23,0.00011633906261064857,0.00011633906261064857,45.0,40.0,50.0
all,9.0,36,0.00018209592408623254,0.00018209592408623254,45.0,40.0,50.0
all,10.0,42,0.0002124452447672713,0.0002124452447672713,45.0,40.0,50.0
all,11.0,67,0.00033890074760493276,0.00033890074760493276,45.0,40.0,50.0
all,12.0,88,0.00044512336998856844,0.00044512336998856844,45.0,40.0,50.0
all,13.0,111,0.000561462432599217,0.000561462432599217,45.0,40.0,50.0
all,14.0,141,0.0007132090360044107,0.0007132090360044107,45.0,40.0,50.0
all,15.0,139,0.0007030925957773979,0.0007030925957773979,45.0,40.0,50.0
all,16.0,266,0.0013454865501927181,0.0013454865501927181,45.0,40.0,50.0
all,17.0,306,0.0015478153547329766,0.0015478153547329766,45.0,40.0,50.0
all,18.0,412,0.002083986686764661,0.002083986686764661,45.0,40.0,50.0
all,19.0,456,0.0023065483717589455,0.0023065483717589455,45.0,40.0,50.0
all,20.0,830,0.004198322694210361,0.004198322694210361,45.0,40.0,50.0
all,21.0,737,0.0037279082236542607,0.0037279082236542607,45.0,40.0,50.0
all,22.0,1124,0.00568543940758126,0.00568543940758126,45.0,40.0,50.0
all,23.0,1175,0.00594340863337009,0.00594340863337009,45.0,40.0,50.0
all,24.0,1683,0.008512984451031371,0.008512984451031371,45.0,40.0,50.0
all,25.0,1851,0.009362765430100456,0.009362765430100456,45.0,40.0,50.0
all,26.0,2509,0.012691074264787706,0.012691074264787706,45.0,40.0,50.0
all,27.0,2610,0.01320195449625186,0.01320195449625186,45.0,40.0,50.0
all,28.0,3546,0.017936448522493906,0.017936448522493906,45.0,40.0,50.0
all,29.0,3573,0.01807302046555858,0.01807302046555858,45.0,40.0,50.0
all,30.0,4677,0.02365729547086971,0.02365729547086971,45.0,40.0,50.0
all,31.0,4560,0.023065483717589454,0.023065483717589454,45.0,40.0,50.0
all,32.0,6319,0.03196289289724732,0.03196289289724732,45.0,40.0,50.0
all,33.0,6341,0.03207417373974446,0.03207417373974446,45.0,40.0,50.0
all,34.0,7970,0.040314014304646484,0.040314014304646484,45.0,40.0,50.0
all,35.0,7683,0.038862305132070125,0.038862305132070125,45.0,40.0,50.0
all,36.0,9259,0.046834060030956304,0.046834060030956304,45.0,40.0,50.0
all,37.0,8680,0.043905350585236064,0.043905350585236064,45.0,40.0,50.0
all,38.0,9879,0.04997015650133031,0.04997015650133031,45.0,40.0,50.0
all,39.0,8986,0.045453165939969044,0.045453165939969044,45.0,40.0,50.0
all,40.0,9413,0.0476130259284363,0.0476130259284363,45.0,40.0,50.0
all,41.0,8309,0.04202875092312517,0.04202875092312517,45.0,40.0,50.0
all,42.0,8510,0.04304545316593997,0.04304545316593997,45.0,40.0,50.0
all,43.0,7153,0.0361814484719117,0.0361814484719117,45.0,40.0,50.0
all,44.0,7153,0.0361814484719117,0.0361814484719117,45.0,40.0,50.0
all,45.0,5820,0.029438841060607592,0.029438841060607592,45.0,40.0,50.0
all,46.0,5784,0.02925674513652136,0.02925674513652136,45.0,40.0,50.0
all,47.0,4569,0.023111007698611012,0.023111007698611012,45.0,40.0,50.0
all,48.0,4590,0.02321723032099465,0.02321723032099465,45.0,40.0,50.0
all,49.0,3540,0.017906099201812867,0.017906099201812867,45.0,40.0,50.0
all,50.0,3477,0.01758743133466196,0.01758743133466196,45.0,40.0,50.0
all,51.0,2727,0.013793766249532114,0.013793766249532114,45.0,40.0,50.0
all,52.0,2689,0.01360155388521887,0.01360155388521887,45.0,40.0,50.0
all,53.0,2219,0.011224190431870833,0.011224190431870833,45.0,40.0,50.0
all,54.0,2082,0.010531214276320448,0.010531214276320448,45.0,40.0,50.0
all,55.0,1665,0.008421936488988254,0.008421936488988254,45.0,40.0,50.0
all,56.0,1625,0.008219607684447997,0.008219607684447997,45.0,40.0,50.0
all,57.0,1284,0.006494754625742294,0.006494754625742294,45.0,40.0,50.0
all,58.0,1282,0.006484638185515281,0.006484638185515281,45.0,40.0,50.0
all,59.0,1123,0.005680381187467754,0.005680381187467754,45.0,40.0,50.0
all,60.0,1086,0.005493227043268015,0.005493227043268015,45.0,40.0,50.0
all,61.0,939,0.004749668686582565,0.004749668686582565,45.0,40.0,50.0
all,62.0,939,0.004749668686582565,0.004749668686582565,45.0,40.0,50.0
all,63.0,778,0.003935295248308025,0.003935295248308025,45.0,40.0,50.0
all,64.0,759,0.0038391890661514027,0.0038391890661514027,45.0,40.0,50.0
all,65.0,624,0.0031563293508280305,0.0031563293508280305,45.0,40.0,50.0
all,66.0,652,0.0032979595140062113,0.0032979595140062113,45.0,40.0,50.0
all,67.0,547,0.0027668464020880333,0.0027668464020880333,45.0,40.0,50.0
all,68.0,601,0.003039990288217382,0.003039990288217382,45.0,40.0,50.0
all,69.0,505,0.002554401157320762,0.002554401157320762,45.0,40.0,50.0
all,70.0,500,0.0025291100567532295,0.0025291100567532295,45.0,40.0,50.0
all,71.0,435,0.00220032574937531,0.00220032574937531,45.0,40.0,50.0
all,72.0,441,0.0022306750700563484,0.0022306750700563484,45.0,40.0,50.0
all,73.0,388,0.001962589404040506,0.001962589404040506,45.0,40.0,50.0
all,74.0,362,0.0018310756810893383,0.0018310756810893383,45.0,40.0,50.0
all,75.0,345,0.0017450859391597285,0.0017450859391597285,45.0,40.0,50.0
all,76.0,320,0.001618630436322067,0.001618630436322067,45.0,40.0,50.0
all,77.0,318,0.001608513996095054,0.001608513996095054,45.0,40.0,50.0
all,78.0,277,0.0014011269714412893,0.0014011269714412893,45.0,40.0,50.0
all,79.0,264,0.0013353701099657052,0.0013353701099657052,45.0,40.0,50.0
all,80.0,269,0.0013606612105332375,0.0013606612105332375,45.0,40.0,50.0
all,81.0,240,0.0012139728272415502,0.0012139728272415502,45.0,40.0,50.0
all,82.0,229,0.0011583324059929792,0.0011583324059929792,45.0,40.0,50.0
all,83.0,234,0.0011836235065605114,0.0011836235065605114,45.0,40.0,50.0
all,84.0,223,0.0011279830853119404,0.0011279830853119404,45.0,40.0,50.0
all,85.0,211,0.001067284443949863,0.001067284443949863,45.0,40.0,50.0
all,86.0,193,0.0009762364819067466,0.0009762364819067466,45.0,40.0,50.0
all,87.0,179,0.0009054214003176562,0.0009054214003176562,45.0,40.0,50.0
all,88.0,189,0.0009560036014527208,0.0009560036014527208,45.0,40.0,50.0
all,89.0,182,0.0009205960606581756,0.0009205960606581756,45.0,40.0,50.0
all,90.0,166,0.0008396645388420723,0.0008396645388420723,45.0,40.0,50.0
all,91.0,140,0.0007081508158909043,0.0007081508158909043,45.0,40.0,50.0
all,92.0,140,0.0007081508158909043,0.0007081508158909043,45.0,40.0,50.0
all,93.0,119,0.0006019281935072686,0.0006019281935072686,45.0,40.0,50.0
all,94.0,115,0.0005816953130532429,0.0005816953130532429,45.0,40.0,50.0
all,95.0,129,0.0006525103946423333,0.0006525103946423333,45.0,40.0,50.0
all,96.0,126,0.0006373357343018138,0.0006373357343018138,45.0,40.0,50.0
all,97.0,92,0.0004653562504425943,0.0004653562504425943,45.0,40.0,50.0
all,98.0,101,0.0005108802314641524,0.0005108802314641524,45.0,40.0,50.0
all,99.0,95,0.00048053091078311365,0.00048053091078311365,45.0,40.0,50.0
all,100.0,91,0.0004602980303290878,0.0004602980303290878,45.0,40.0,50.0
all,101.0,61,0.00030855142692389403,0.00030855142692389403,45.0,40.0,50.0
all,102.0,66,0.0003338425274914263,0.0003338425274914263,45.0,40.0,50.0
all,103.0,75,0.00037936650851298445,0.00037936650851298445,45.0,40.0,50.0
